date,hour,traffic_volume,temp,rain_1h,snow_1h,clouds_all,PM2.5,PM10,NO2,CO,AQI
2016-01-11,10,3921,250.99,0.0,0.0,40,227.13,411.6,76.4,2.88,404.0
2016-01-11,10,3921,250.99,0.0,0.0,40,227.13,411.6,76.4,2.88,404.0
2016-01-11,11,4135,255.21,0.0,0.0,40,227.13,411.6,76.4,2.88,404.0
2016-01-11,13,4477,256.35,0.0,0.0,1,227.13,411.6,76.4,2.88,404.0
2016-01-11,15,5540,257.75,0.0,0.0,90,227.13,411.6,76.4,2.88,404.0
2016-01-11,15,5540,257.75,0.0,0.0,90,227.13,411.6,76.4,2.88,404.0
2016-01-11,17,5310,257.93,0.0,0.0,90,227.13,411.6,76.4,2.88,404.0
2016-01-11,19,2535,258.08,0.0,0.0,90,227.13,411.6,76.4,2.88,404.0
2016-01-11,21,1963,258.3,0.0,0.0,40,227.13,411.6,76.4,2.88,404.0
2016-01-11,22,1215,256.65,0.0,0.0,90,227.13,411.6,76.4,2.88,404.0
2016-01-11,22,1215,256.65,0.0,0.0,90,227.13,411.6,76.4,2.88,404.0
2016-01-12,0,484,256.36,0.0,0.0,20,195.21,381.19,78.61,2.06,444.0
2016-01-12,0,484,256.36,0.0,0.0,20,195.21,381.19,78.61,2.06,444.0
2016-01-12,1,326,255.55,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-12,3,331,254.95,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-12,4,863,253.69,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-12,5,2577,253.29,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-12,6,5285,252.35,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-12,8,5207,251.95,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-12,10,4070,252.36,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-12,11,4221,254.42,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-12,13,4636,255.48,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-12,15,5638,256.86,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-12,17,6062,256.44,0.0,0.0,5,195.21,381.19,78.61,2.06,444.0
2016-01-12,19,2972,254.29,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-12,21,3424,253.44,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-12,23,1049,252.72,0.0,0.0,1,195.21,381.19,78.61,2.06,444.0
2016-01-13,0,655,252.14,0.0,0.0,1,248.59,399.59,73.18,1.62,356.0
2016-01-13,2,486,251.51,0.0,0.0,1,248.59,399.59,73.18,1.62,356.0
2016-01-13,4,948,252.72,0.0,0.0,40,248.59,399.59,73.18,1.62,356.0
2016-01-13,6,5587,254.61,0.0,0.0,90,248.59,399.59,73.18,1.62,356.0
2016-01-13,8,6191,254.96,0.0,0.0,90,248.59,399.59,73.18,1.62,356.0
2016-01-13,10,4222,258.14,0.0,0.0,90,248.59,399.59,73.18,1.62,356.0
2016-01-13,10,4222,258.14,0.0,0.0,90,248.59,399.59,73.18,1.62,356.0
2016-01-13,12,4639,262.14,0.0,0.0,90,248.59,399.59,73.18,1.62,356.0
2016-01-13,14,5167,265.65,0.0,0.0,75,248.59,399.59,73.18,1.62,356.0
2016-01-13,16,6636,266.94,0.0,0.0,1,248.59,399.59,73.18,1.62,356.0
2016-01-13,18,4648,265.52,0.0,0.0,1,248.59,399.59,73.18,1.62,356.0
2016-01-13,20,2702,263.62,0.0,0.0,1,248.59,399.59,73.18,1.62,356.0
2016-01-13,22,1587,263.22,0.0,0.0,75,248.59,399.59,73.18,1.62,356.0
2016-01-13,22,1587,263.22,0.0,0.0,75,248.59,399.59,73.18,1.62,356.0
2016-01-13,23,1049,263.08,0.0,0.0,1,248.59,399.59,73.18,1.62,356.0
2016-01-13,23,1049,263.08,0.0,0.0,1,248.59,399.59,73.18,1.62,356.0
2016-01-14,1,351,264.22,0.0,0.0,40,196.87,339.06,55.91,1.35,397.0
2016-01-14,1,351,264.22,0.0,0.0,40,196.87,339.06,55.91,1.35,397.0
2016-01-14,4,835,265.08,0.0,0.0,75,196.87,339.06,55.91,1.35,397.0
2016-01-14,4,835,265.08,0.0,0.0,75,196.87,339.06,55.91,1.35,397.0
2016-01-14,6,5136,265.15,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,8,5714,265.65,0.0,0.0,40,196.87,339.06,55.91,1.35,397.0
2016-01-14,8,5714,265.65,0.0,0.0,40,196.87,339.06,55.91,1.35,397.0
2016-01-14,10,4297,266.08,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,10,4297,266.08,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,12,4754,268.08,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,12,4754,268.08,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,14,5462,269.51,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,14,5462,269.51,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,16,6713,269.58,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,16,6713,269.58,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,18,4437,269.15,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,18,4437,269.15,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,20,2826,269.22,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,20,2826,269.22,0.0,0.0,90,196.87,339.06,55.91,1.35,397.0
2016-01-14,22,1871,268.94,0.0,0.0,75,196.87,339.06,55.91,1.35,397.0
2016-01-14,22,1871,268.94,0.0,0.0,75,196.87,339.06,55.91,1.35,397.0
2016-01-15,0,753,268.58,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,0,753,268.58,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,0,753,268.58,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,1,481,268.29,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,4,829,267.58,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,4,829,267.58,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,4,829,267.58,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,6,5394,267.22,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,6,5394,267.22,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,8,5502,267.01,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,8,5502,267.01,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,10,4447,266.63,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,12,5154,266.02,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,14,5563,267.01,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,16,6483,266.79,0.0,0.0,1,178.8,259.53,45.85,1.39,371.0
2016-01-15,18,4799,265.82,0.0,0.0,1,178.8,259.53,45.85,1.39,371.0
2016-01-15,20,2942,265.09,0.0,0.0,40,178.8,259.53,45.85,1.39,371.0
2016-01-15,22,3324,262.86,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-15,23,1700,262.01,0.0,0.0,90,178.8,259.53,45.85,1.39,371.0
2016-01-16,0,1467,261.73,0.0,0.0,90,138.86,220.21,41.92,1.55,311.0
2016-01-16,1,1033,261.28,0.0,0.0,75,138.86,220.21,41.92,1.55,311.0
2016-01-16,2,738,259.8,0.0,0.0,40,138.86,220.21,41.92,1.55,311.0
2016-01-16,5,688,257.3,0.0,0.0,1,138.86,220.21,41.92,1.55,311.0
2016-01-16,6,1211,255.22,0.0,0.0,1,138.86,220.21,41.92,1.55,311.0
2016-01-16,7,1870,254.68,0.0,0.0,40,138.86,220.21,41.92,1.55,311.0
2016-01-16,8,2603,254.51,0.0,0.0,40,138.86,220.21,41.92,1.55,311.0
2016-01-16,10,3746,255.22,0.0,0.0,90,138.86,220.21,41.92,1.55,311.0
2016-01-16,11,4207,255.35,0.0,0.0,90,138.86,220.21,41.92,1.55,311.0
2016-01-16,11,4207,255.35,0.0,0.0,90,138.86,220.21,41.92,1.55,311.0
2016-01-16,12,4601,255.51,0.0,0.0,90,138.86,220.21,41.92,1.55,311.0
2016-01-16,12,4601,255.51,0.0,0.0,90,138.86,220.21,41.92,1.55,311.0
2016-01-16,14,4632,255.87,0.0,0.0,75,138.86,220.21,41.92,1.55,311.0
2016-01-16,16,4636,255.15,0.0,0.0,1,138.86,220.21,41.92,1.55,311.0
2016-01-16,18,3917,253.46,0.0,0.0,1,138.86,220.21,41.92,1.55,311.0
2016-01-16,20,2683,252.22,0.0,0.0,5,138.86,220.21,41.92,1.55,311.0
2016-01-16,22,2349,251.35,0.0,0.0,1,138.86,220.21,41.92,1.55,311.0
2016-01-16,23,2082,250.35,0.0,0.0,1,138.86,220.21,41.92,1.55,311.0
2016-01-17,0,1065,250.15,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-17,2,644,248.75,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-17,3,343,248.41,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-17,4,466,248.28,0.0,0.0,90,179.48,268.5,58.56,1.45,321.0
2016-01-17,6,929,247.68,0.0,0.0,40,179.48,268.5,58.56,1.45,321.0
2016-01-17,7,1430,247.15,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-17,8,1988,247.15,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-17,9,2524,248.68,0.0,0.0,5,179.48,268.5,58.56,1.45,321.0
2016-01-17,10,2857,249.29,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-17,11,3172,251.15,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-17,13,3954,252.88,0.0,0.0,5,179.48,268.5,58.56,1.45,321.0
2016-01-17,14,3746,253.44,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-17,16,3749,253.87,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-17,18,2891,252.87,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-17,20,2084,251.54,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-17,22,1284,250.87,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-17,23,977,249.93,0.0,0.0,1,179.48,268.5,58.56,1.45,321.0
2016-01-18,1,335,249.35,0.0,0.0,1,269.05,451.43,78.22,2.4,424.0
2016-01-18,2,263,248.62,0.0,0.0,1,269.05,451.43,78.22,2.4,424.0
2016-01-18,5,2124,248.08,0.0,0.0,1,269.05,451.43,78.22,2.4,424.0
2016-01-18,6,4199,248.28,0.0,0.0,90,269.05,451.43,78.22,2.4,424.0
2016-01-18,7,4193,248.68,0.0,0.0,90,269.05,451.43,78.22,2.4,424.0
2016-01-18,8,3497,249.65,0.0,0.0,90,269.05,451.43,78.22,2.4,424.0
2016-01-18,9,3709,250.41,0.0,0.0,90,269.05,451.43,78.22,2.4,424.0
2016-01-18,11,3919,252.14,0.0,0.0,90,269.05,451.43,78.22,2.4,424.0
2016-01-18,12,4133,254.54,0.0,0.0,90,269.05,451.43,78.22,2.4,424.0
2016-01-18,14,4738,255.55,0.0,0.0,90,269.05,451.43,78.22,2.4,424.0
2016-01-18,16,4883,256.15,0.0,0.0,75,269.05,451.43,78.22,2.4,424.0
2016-01-18,18,3669,254.51,0.0,0.0,1,269.05,451.43,78.22,2.4,424.0
2016-01-18,20,2141,252.09,0.0,0.0,1,269.05,451.43,78.22,2.4,424.0
2016-01-18,22,1416,251.22,0.0,0.0,1,269.05,451.43,78.22,2.4,424.0
2016-01-19,0,775,250.75,0.0,0.0,1,278.2,430.74,61.04,3.82,435.0
2016-01-19,2,520,250.69,0.0,0.0,1,278.2,430.74,61.04,3.82,435.0
2016-01-19,4,1144,250.36,0.0,0.0,1,278.2,430.74,61.04,3.82,435.0
2016-01-19,6,5669,249.75,0.0,0.0,1,278.2,430.74,61.04,3.82,435.0
2016-01-19,8,5883,249.49,0.0,0.0,1,278.2,430.74,61.04,3.82,435.0
2016-01-19,10,4416,251.88,0.0,0.0,1,278.2,430.74,61.04,3.82,435.0
2016-01-19,12,4757,256.55,0.0,0.0,1,278.2,430.74,61.04,3.82,435.0
2016-01-19,14,5079,258.51,0.0,0.0,40,278.2,430.74,61.04,3.82,435.0
2016-01-19,16,6735,259.15,0.0,0.0,90,278.2,430.74,61.04,3.82,435.0
2016-01-19,18,4510,259.43,0.0,0.0,90,278.2,430.74,61.04,3.82,435.0
2016-01-19,20,2660,259.5,0.0,0.0,90,278.2,430.74,61.04,3.82,435.0
2016-01-19,21,2388,259.58,0.0,0.0,90,278.2,430.74,61.04,3.82,435.0
2016-01-19,23,997,259.72,0.0,0.0,90,278.2,430.74,61.04,3.82,435.0
2016-01-20,1,319,260.01,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,2,254,260.5,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,2,254,260.5,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,3,345,260.48,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,3,345,260.48,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,5,2593,261.01,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,7,5705,261.82,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,7,5705,261.82,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,9,5122,262.65,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,9,5122,262.65,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,10,4402,264.08,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,10,4402,264.08,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,10,4402,264.08,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,12,4688,265.36,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,12,4688,265.36,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,12,4688,265.36,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,13,4740,266.15,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,13,4740,266.15,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,15,5661,266.58,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,15,5661,266.58,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,17,6494,266.76,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,17,6494,266.76,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,19,3183,266.86,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,19,3183,266.86,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,21,2338,267.15,0.0,0.0,90,272.1,415.38,56.67,1.84,455.0
2016-01-20,23,1017,267.08,0.0,0.0,75,272.1,415.38,56.67,1.84,455.0
2016-01-20,23,1017,267.08,0.0,0.0,75,272.1,415.38,56.67,1.84,455.0
2016-01-21,0,539,267.15,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,0,539,267.15,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,1,335,267.22,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,1,335,267.22,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,3,319,267.39,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,3,319,267.39,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,4,874,267.57,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,4,874,267.57,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,7,6227,267.58,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,7,6227,267.58,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,9,4823,267.5,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,9,4823,267.5,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,9,4823,267.5,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,11,4545,267.8,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,11,4545,267.8,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,11,4545,267.8,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,12,4906,267.79,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,12,4906,267.79,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,12,4906,267.79,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,14,5246,267.68,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,14,5246,267.68,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,14,5246,267.68,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,16,6708,267.22,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,16,6708,267.22,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,16,6708,267.22,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,18,4269,267.02,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,18,4269,267.02,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,18,4269,267.02,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,20,2998,266.88,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-21,22,2010,266.87,0.0,0.0,90,196.83,318.08,52.83,1.68,398.0
2016-01-22,0,850,266.75,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-22,2,585,266.65,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-22,4,966,266.22,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-22,6,5538,265.75,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-22,8,5460,265.55,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-22,8,5460,265.55,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-22,10,4469,265.76,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-22,12,5346,266.65,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-22,12,5346,266.65,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-22,14,5529,267.55,0.0,0.0,40,290.66,418.92,73.9,1.94,399.0
2016-01-22,16,6630,268.22,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-22,18,4660,267.16,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-22,20,2890,264.37,0.0,0.0,40,290.66,418.92,73.9,1.94,399.0
2016-01-22,22,2837,262.29,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-22,23,1894,263.36,0.0,0.0,90,290.66,418.92,73.9,1.94,399.0
2016-01-23,0,1313,263.93,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,1,827,264.55,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,3,440,265.44,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,5,1173,265.48,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,7,1508,265.48,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,9,3330,265.48,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,9,3330,265.48,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,11,4385,266.02,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,12,4806,266.72,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,14,4610,267.65,0.0,0.0,75,294.3,480.0,78.21,2.13,469.0
2016-01-23,16,4894,267.55,0.0,0.0,75,294.3,480.0,78.21,2.13,469.0
2016-01-23,18,4253,266.86,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,20,2789,266.93,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,20,2789,266.93,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,22,3965,267.41,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-23,23,2034,268.15,0.0,0.0,90,294.3,480.0,78.21,2.13,469.0
2016-01-24,0,1313,268.41,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,1,827,268.93,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,2,664,269.15,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,3,440,269.35,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,5,520,269.72,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,6,825,269.69,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,8,1895,269.88,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,8,1895,269.88,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,10,3093,270.42,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,10,3093,270.42,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,11,3590,271.15,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,11,3590,271.15,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,13,4166,271.55,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,13,4166,271.55,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,15,3865,272.08,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,15,3865,272.08,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,15,3865,272.08,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,17,4120,272.15,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,17,4120,272.15,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,19,2702,272.01,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,19,2702,272.01,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,21,2463,271.79,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-24,23,1035,271.72,0.0,0.0,90,303.5,446.28,64.55,2.6,488.0
2016-01-25,0,461,271.28,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,0,461,271.28,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,2,260,271.15,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,3,322,270.9,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,6,5034,270.72,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,7,5511,270.65,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,7,5511,270.65,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,7,5511,270.65,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,9,4801,270.72,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,9,4801,270.72,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,10,4100,270.86,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,10,4100,270.86,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,12,4326,271.22,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,12,4326,271.22,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,14,4805,271.22,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,14,4805,271.22,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,16,6309,272.08,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,16,6309,272.08,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,16,6309,272.08,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,18,4332,271.79,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,18,4332,271.79,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,18,4332,271.79,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,20,2303,271.79,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,20,2303,271.79,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,22,2826,271.48,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,22,2826,271.48,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,23,1598,270.72,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-25,23,1598,270.72,0.0,0.0,90,217.05,362.08,66.89,1.32,401.0
2016-01-26,1,314,269.95,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,2,279,269.29,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,3,326,269.22,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,5,2747,269.08,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,7,5407,268.84,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,9,4915,268.41,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,11,4148,269.28,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,11,4148,269.28,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,12,4541,270.41,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,14,5067,270.79,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,16,6600,270.68,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,18,4439,269.88,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,20,3703,269.35,0.0,0.0,90,308.75,462.91,80.14,1.7,446.0
2016-01-26,22,1745,268.22,0.0,0.0,75,308.75,462.91,80.14,1.7,446.0
2016-01-26,23,995,265.73,0.0,0.0,1,308.75,462.91,80.14,1.7,446.0
2016-01-27,0,550,263.73,0.0,0.0,1,255.94,424.11,87.93,2.03,456.0
2016-01-27,2,274,261.23,0.0,0.0,1,255.94,424.11,87.93,2.03,456.0
2016-01-27,3,345,261.43,0.0,0.0,1,255.94,424.11,87.93,2.03,456.0
2016-01-27,4,844,261.85,0.0,0.0,1,255.94,424.11,87.93,2.03,456.0
2016-01-27,6,5876,262.43,0.0,0.0,1,255.94,424.11,87.93,2.03,456.0
